"LARVALCATCHPER10M2" "year" "lat" "lon" "doy"
"87" 432.08517 2012 56.22333 -162.1983 142
"88" 0 2012 57.98466 -169.4705 147
"89" 27.71531 2012 57.86783 -169.8418 147
"91" 5910.98775 2012 57.71217 -172.1202 152
"92" 65.51023 2014 56.9495 -170.8672 154
"93" 33.34051 2014 56.6027 -165.5917 148
"94" 103.15501 2014 57.0453 -166.0402 149
"95" 3892.46862 2014 58.0395 -169.6802 131
"96" 195.7096 2014 57.2282 -170.022 154
"97" 1162.4601 2014 57.3283 -168.7978 153
"98" 116.26368 2014 54.4388 -164.9883 127
"103" 16.93309 2005 56.92433 -159.83949 133
"104" 0 2005 57.04117 -160.45117 134
"105" 74.20489 2005 56.4655 -161.4155 134
"106" 0 2005 55.87083 -163.3725 136
"109" 0 2005 55.48617 -165.52049 138
"121" 53.46117 1993 54.32833 -166.48669 119
"122" 8.36194 1993 54.35833 -166.4083 119
"123" 42.18864 1993 54.10833 -166.28 120
"124" 482.86119 1993 54.045 -166.46831 120
"125" 6.49409 1993 55.34667 -166.88001 107
"126" 16.52645 1993 54.95 -168.93829 109
"127" 40.55517 1993 53.88 -167.895 110
"128" 28.95066 1993 54.39833 -168.9083 111
"129" 105.41493 1993 54.88 -167.895 112
"130" 1612.95601 1993 54.26333 -165.82671 106
"147" 1140.22972 1988 54.18333 -168.395 92
"149" 599.43651 1999 56.18083 -164.1872 104
"150" 631.63946 1999 55.72633 -164.7475 105
"153" 244.23399 1999 57.0175 -164.21401 108
"154" 6.92018 1999 55.96233 -163.97321 104
"182" 6.18154 1995 55.4035 -163.9382 133
"183" 2535.53028 1995 55.643 -163.15649 134
"184" 328.00442 1995 57.18033 -164.67171 126
"185" 11403.96188 1995 56.34833 -167.338 126
"188" 5.98931 1995 56.54117 -163.02901 130
"189" 0 1995 55.0105 -167.0385 131
"191" 7.28053 1995 54.86217 -165.66451 112
"192" 6.98448 1995 54.79917 -165.8728 112
"195" 0 1999 54.08467 -167.6068 136
"196" 0 1997 55.34433 -168.2522 108
"197" 0 1995 54.98083 -168.47301 110
"198" 7.19767 1995 54.3705 -165.26849 112
"199" 50.63344 1988 54.88333 -169.3833 107
"200" 12.27956 1988 55.495 -166.73331 108
"201" 92684.50456 1991 57.26667 -168.55 116
"203" 25.22106 2012 54.34533 -166.4262 124
"204" 4.88319 2012 54.68267 -166.2735 124
"205" 4.02073 2012 55.58617 -166.108 125
"206" 19.38795 2012 56.93283 -163.8393 128
"209" 5.11329 2012 56.76717 -164.3328 128
"215" 0 1993 54.36667 -166.40331 117
"236" 939.14243 2014 58.2695 -172.2102 156
"237" 24.52822 2014 57.359 -161.2687 147
"240" 1385.4698 2014 55.2845 -164.3242 143
"241" 25.20538 2014 56.9603 -164.4597 147
"246" 67.75717 2006 57.17933 -164.24899 107
"247" 6.12915 2006 57.7685 -169.0455 128
"254" 35.5172 2003 56.341 -161.81467 141
"259" 167.2151 2003 55.27333 -165.29834 143
"260" 3.70717 2010 56.32033 -169.98167 177
"261" 0 2010 55.98183 -167.61983 177
"262" 7.96435 2010 57.99183 -161.532 162
"267" 5.12959 2008 57.3 -160.43333 157
"268" 10.76557 2009 57.33633 -160.92867 156
"269" 0 2009 55.65367 -166.99783 168
"276" 0 2007 57.85567 -168.931 104
"278" 64.65587 2007 57.3285 -166.31567 130
"291" 18.9323 2006 57.349 -164.24899 107
"292" 52.29533 2006 57.4985 -166.98767 174
"293" 11.16519 2006 56.17017 -168.99333 129
"297" 393.29923 2005 57.62733 -168.817 144
"299" 0 2006 57.86967 -169.93716 111
"322" 8.81225 2010 54.32683 -165.41066 128
"323" 10.35971 2010 54.46183 -165.01616 128
"329" 0 2009 55.33967 -168.25383 117
"332" 0 2009 56.774 -164.32401 120
"336" 76.73949 2010 56.96983 -169.91051 134
"337" 59.60481 2010 54.471 -166.03366 127
"338" 276.44816 2010 56.17484 -170.58833 135
"341" 20.67064 2010 55.968 -169.424 136
"345" 105.24374 2006 55.00983 -167.03967 132
"348" 0 2009 57.24 -161.677 132
"351" 0 1997 54.58583 -166.12933 130
"352" 6.96065 1997 54.422 -165.15134 131
"353" 13.86823 1997 55.4345 -168.06334 132
"354" 0 1997 55.47283 -169.32333 132
"355" 6.12571 1995 54.9255 -165.47231 133
"360" 694.54012 1995 56.96117 -164.4492 127
"361" 90.6675 1995 55.71133 -165.72701 129
"362" 7.36113 1995 56.40467 -164.4055 130
"363" 732.30432 1995 56.74367 -164.23669 130
"365" 7.1703 1995 55.1305 -166.6588 131
"366" 7.59665 1995 55.487 -165.51379 132
"371" 0 2007 56.3095 -169.27133 131
"372" 0 2007 56.35717 -172.69034 134
"374" 47.73664 1997 56.20183 -166.504 126
"375" 5167.00547 1994 54.88333 -165.0533 117
"376" 2636.33302 1994 54.77 -165.01331 117
"377" 52.5867 1994 53.63333 -167.30499 119
"379" 17.85042 2007 54.32784 -167.37083 128
"380" 0 2007 55.53133 -168.99733 128
"381" 626.38216 2007 56.92933 -171.81233 134
"382" 4319.21315 1994 54.67667 -164.9183 117
"383" 0 1993 55.02 -167.0433 107
"384" 69.05516 1993 54.15 -166.1817 107
"385" 58.58351 1993 55.2 -168.21831 108
"386" 171.72879 1993 54.555 -167.5583 108
"389" 318.07111 1993 53.615 -168.6217 110
"390" 72.52067 1993 53.84 -168.845 111
"391" 8.56443 1995 54.4705 -166.04671 113
"392" 14.16322 1995 54.359 -165.9415 113
"395" 32815.49351 2007 56.62634 -170.06683 132
"397" 7.30245 1997 53.59933 -169.056 124
"399" 9.10778 1999 54.1735 -167.1927 140
"401" 1651.8291 1994 54.27833 -165.7567 118
"402" 0 1994 55.095 -167.63831 108
"403" 6.42413 1994 53.955 -168.4767 110
"409" 22.18878 2005 54.47033 -166.0385 139
"412" 0 1997 55.33867 -168.2325 125
"413" 10349.61896 1995 56.185 -164.18781 119
"414" 8.32467 1995 54.32683 -167.3752 108
"420" 6.99819 1995 55.32867 -167.828 109
"421" 5.9657 1995 54.66033 -168.15151 107
"431" 0 2005 54.78483 -166.83083 140
"432" 319.21571 2005 56.24133 -161.21384 131
"445" 5.28453 1995 54.71733 -164.7695 112
"446" 12.82758 1997 56.21017 -166.502 110
"447" 0 1997 57.85133 -168.87219 113
"450" 9.23589 2005 57.25683 -160.66766 133
"459" 44.99351 1993 54.645 -168.13831 113
"474" 11.47816 1999 55.94783 -164.96671 105
"475" 14.94572 1999 55.70317 -165.7343 106
"476" 6.9885 1999 55.58733 -166.1058 106
"477" 36.04073 1999 55.8635 -163.3745 107
"480" 50.0889 1991 54.55 -170.1167 126
"486" 8.49034 1988 54.15 -168.1167 107
"487" 1658.2818 2012 57.07067 -170.5052 150
"488" 399.59564 2012 57.52934 -169.9902 150
"489" 4.35014 2012 56.092 -169.039 148
"491" 87.15635 2014 54.9298 -165.4795 128
"497" 0 1988 56.25 -168 113
"498" 3048.38159 1991 55.58333 -163.6167 104
"499" 599.37035 1991 55.06667 -166.0833 107
"500" 13268.99199 2012 56.1465 -166.1552 137
"501" 979.06663 2014 56.6658 -163.869 129
"502" 5950.67594 2012 56.46733 -166.9625 137
"504" 158.07699 2006 56.31717 -162.80667 136
"505" 257.08769 2006 56.121 -161.58633 137
"506" 839.60903 2002 55.06633 -164.11633 134
"507" 0 2007 57.89367 -163.02251 114
"510" 0 2012 58.20667 -169.702 151
"511" 0 2012 55.36934 -165.8888 138
"512" 11341.90954 2012 55.74883 -163.7617 140
"522" 30.75023 2012 56.82767 -165.8208 145
"523" 90.30935 2012 55.049 -165.0897 138
"524" 11.48357 2014 54.0738 -166.6177 136
"525" 1579.08582 2014 57.7472 -170.2212 155
"526" 14.88611 2014 54.1752 -166.2305 136
"538" 122.13575 2008 55.0945 -164.15666 139
"539" 0 2009 55.429 -162.94983 133
"541" 229.46824 2014 57.3475 -167.8315 153
"542" 27.68986 2014 56.1457 -166.1518 148
"547" 16.81146 2009 54.41317 -165.15216 136
"548" 0 2008 54.94683 -164.54834 139
"549" 1425.95288 2008 56.4235 -163.41383 136
"550" 11.15751 2009 55.745 -163.7655 134
"551" 0 2014 56.3488 -167.3325 149
"552" 0 2014 56.3267 -168.3065 149
"553" 5.63866 2009 55.21233 -168.203 128
"554" 22.80174 2009 56.69667 -160.629 131
"555" 139.22599 2014 56.7853 -167.7725 150
"556" 16.14502 2006 58.16333 -171.67084 114
"557" 6.03947 2006 58.09933 -171.76666 114
"560" 69.26205 2006 53.8775 -167.92934 129
"564" 0 2006 56.8295 -168.52966 129
"566" 5.44781 2008 54.568 -166.61833 141
"568" 16.59244 2009 55.60966 -165.132 135
"576" 0 1993 54.09667 -166.7733 118
"577" 0 1993 54.06167 -167.6183 119
"581" 361.72157 2008 55.50683 -164.53633 139
"582" 338.54882 2009 56.20667 -163.19783 132
"585" 7.30254 2003 56.08484 -160.9615 140
"586" 6.84658 2003 54.349 -166.41901 138
"598" 122.42082 2003 56.82067 -160.21933 140
"599" 8.24582 2003 57.0415 -160.4245 141
"601" 19.38793 2003 54.24383 -165.82634 138
"603" 83.84565 2003 54.37517 -165.28267 138
"604" 841.91942 2003 54.82433 -164.879 139
"622" 15.95601 2009 56.80033 -161.24066 132
"623" 0 2009 55.43033 -168.41066 128
"626" 289.45369 1994 54.17667 -166.2883 119
"631" 276.25888 2003 55.04833 -165.10167 143
"633" 29.13886 2003 54.32883 -165.40617 138
"634" 8.52079 2010 57.0005 -161.55949 161
"638" 108.32166 2008 55.79833 -163.21834 154
"647" 159.0036 2007 56.19 -169.63451 131
"649" 3056.21641 1994 54.77167 -165.0117 117
"650" 316.00897 1994 53.7 -167.36 119
"655" 156.48952 2008 55.62833 -162.98833 161
"656" 23.88707 2008 57.41667 -163.36667 163
"657" 14.87549 2009 56.374 -165.28799 164
"663" 242.8869 2010 55.38533 -164.92149 129
"664" 4290.16726 2007 56.28867 -170.21967 132
"668" 3345.84005 1994 54.63333 -165.4633 118
"669" 5893.8773 1994 54.63333 -165.49001 118
"671" 357.69664 2014 56.419 -163.4095 145
"672" 272.96718 2014 56.1025 -162.5938 145
"674" 654.11356 2010 56.14267 -166.11934 121
"675" 1710.83038 2010 55.642 -163.16167 131
"679" 7418.57723 2007 56.98517 -168.95033 132
"680" 320.56332 2007 57.206 -169.17383 133
"681" 0 1994 54.52333 -165.9967 118
"682" 7.36426 1994 54.815 -169.3183 107
"684" 23.87631 2007 56.99533 -165.38733 103
"688" 27.52352 1994 54.69833 -166.2533 109
"690" 712.70062 2007 56.9715 -169.91834 133
"691" 7.40989 1994 54.94167 -168.11 111
"692" 50.69257 2012 56.578 -161.0232 143
"693" 0 2012 57.14083 -161.0277 143
"697" 0 2007 57.49683 -167.35451 103
"698" 0 2007 58.61383 -170.26866 105
"699" 0 2009 57.019 -164.21567 120
"713" 497.66762 2002 54.926 -165.48117 135
"717" 328.11546 2014 58.2865 -171.2538 156
"718" 656.05103 2014 55.8452 -164.3587 144
"721" 322.42748 2006 55.07333 -164.11116 135
"725" 0 2006 55.7275 -164.74834 135
"726" 18.36113 2006 55.411 -163.91617 135
"728" 257.73356 2014 56.3993 -164.413 144
"731" 0 2010 56.94233 -163.82983 132
"733" 228.71826 2010 57.07 -170.49966 134
"736" 25.74795 2008 57.653 -169.01534 129
"738" 23.21773 2014 56.9857 -163.4413 147
"739" 0 2006 58.57283 -171.52367 118
"741" 0 2010 55.669 -167.66716 137
"742" 582.97889 2010 56.29217 -170.21899 135
"743" 5.92671 2010 56.087 -169.05234 136
"744" 0 2010 55.693 -168.24234 181
"747" 1200.42234 2002 55.8885 -162.37666 135
"748" 1255.63173 2002 55.76817 -162.76433 135
"750" 0 2012 54.37217 -165.2665 119
"751" 135.8214 2014 55.5077 -164.5485 143
"752" 88.71692 2014 55.4268 -162.9488 145
"757" 191.24899 2006 56.99917 -169.002 174
"758" 494.3215 2006 56.91667 -170.00034 175
"759" 0 2006 56.39717 -169.98734 175
"760" 5.98938 2006 56.499 -166.998 175
"761" 0 2006 56.00067 -167.00734 175
"762" 8.58437 2002 54.582 -165.64366 133
"764" 0 2002 54.55383 -167.59784 140
"765" 142.65474 2012 54.93983 -165.4812 120
"766" 0 2012 54.81333 -165.861 120
"767" 14.37994 2012 54.75233 -166.0682 120
"768" 0 2012 54.69683 -166.2827 120
"773" 0 2006 56.089 -163.57651 136
"774" 14.51506 2006 55.86517 -163.35983 136
"775" 14.07901 2005 58.943 -168.0215 137
"776" 239.40843 2006 56.44133 -162.41066 137
"779" 19.24522 2007 56.83383 -164.31 102
"783" 9.72511 2007 54.11017 -167.16966 138
"784" 29.46215 2007 57.3325 -166.34 103
"787" 15.54567 2007 55.85433 -166.90016 131
"790" 0 1994 55.51667 -168.05499 107
"791" 13.09134 1994 54.28333 -165.75 118
"794" 4.37698 2010 55.647 -168.62567 137
"795" 0 2010 55.22617 -167.24434 137
"796" 15.33909 2010 54.68983 -166.24817 127
"797" 0 2010 54.80433 -165.8605 127
"806" 0 2005 55.00983 -167.02417 140
"813" 0 2009 57.9255 -169.31667 122
"816" 473.53093 2010 57.292 -170.71533 134
"820" 10.72499 2005 57.018 -161.44566 134
"821" 27.04152 2005 56.89817 -161.84934 134
"824" 859.52554 2010 56.7495 -169.69783 135
"830" 11308.99012 2012 56.75 -169.701 150
"831" 810.4817 2012 57.08983 -169.5437 150
"835" 160.11765 2005 55.50467 -164.7455 136
"837" 108.44574 2006 57.1365 -170.66116 118
"838" 87.20626 2006 55.16933 -164.72617 135
"840" 1062.85988 2002 55.40434 -163.93666 135
"841" 0 2002 55.01117 -167.03033 140
"843" 234.5273 2005 58.018 -169.1035 136
"844" 589.91115 2002 54.01017 -166.57184 133
"845" 196.48643 2002 56.28433 -164.79233 138
"855" 18.00869 2012 55.145 -165.6808 138
"858" 47.29934 2006 57.50067 -165.99916 173
"860" 7.11416 2006 54.81017 -165.86501 133
"861" 30.13262 2006 55.029 -166.07167 133
"862" 0 2006 55.73983 -163.75967 136
"863" 9842.83221 2012 57.04833 -171.4518 152
"867" 11.78508 2006 57.51534 -164.25301 107
"869" 16.47294 2005 56.87933 -164.05234 147
"870" 15.5969 2002 54.11317 -167.17233 141
"871" 150.12382 2002 54.71167 -165.276 134
"873" 44.98175 2006 54.7205 -165.25501 134
"874" 1390.42615 2002 55.186 -163.72934 134
"875" 0 2012 56.598 -160.0102 144
"876" 238.40715 2014 57.4325 -166.8135 130
"877" 1024.92123 2012 55.16567 -164.7038 138
"878" 2728.0312 2014 57.5022 -167.9818 130
"879" 303.60065 2014 54.355 -165.9278 127
"881" 5967.9035 2012 56.18733 -164.1905 140
"883" 0 2006 58.779 -169.64433 111
"884" 13.06266 2006 57.935 -168.47333 111
"888" 812.90117 2005 57.787 -169.37666 136
"889" 54.32155 2006 54.351 -166.41817 132
"894" 19313.17333 2012 55.52617 -163.546 140
"895" 279.68454 2012 55.42484 -162.9568 140
"899" 2891.01825 2008 56.324 -162.80716 136
"904" 40.68405 2009 56.44333 -162.41617 132
"905" 2460.95307 2012 55.70717 -165.7223 138
"906" 29.81892 2012 57.647 -169.6198 147
"907" 397.4839 2014 57.8688 -169.8425 155
"908" 168.66664 2014 57.4662 -167.4547 153
"909" 103.45183 2014 56.6118 -171.0128 153
"911" 11.85683 2009 54.86934 -168.35201 128
"913" 0 2009 54.9295 -165.4895 136
"914" 6.5664 2009 55.9655 -163.98016 134
"915" 299.31761 2014 56.2647 -165.769 148
"916" 96.1953 2014 55.4685 -166.4862 141
"918" 52.51993 2003 56.48133 -160.40849 140
"919" 23.39671 2003 56.5745 -162.02983 141
"921" 788.19586 2003 54.94383 -164.51033 139
"922" 446.24586 2003 55.06483 -164.12517 139
"932" 1602.01373 2009 56.986 -168.966 130
"933" 0 2009 55.3255 -167.8325 137
"934" 180.61847 2009 55.404 -163.93817 134
"935" 0 2009 55.54733 -168.04767 137
"936" 51.3618 2014 55.6843 -166.6997 142
"945" 280.05193 2008 55.1855 -163.72833 139
"946" 1768.19369 2014 57.531 -169.9775 154
"947" 1646.09804 2014 57.2075 -169.1728 153
"950" 0 2008 55.3 -165.14667 167
"957" 122.97128 1994 54.1 -166.235 118
"958" 0 2007 55.47533 -171.83867 136
"959" 3018.31149 1994 54.76833 -165 117
"960" 0 2010 56.8985 -164.03867 121
"963" 215.8149 2003 56.00117 -161.99217 140
"964" 231.2618 2003 56.11867 -161.59934 140
"965" 39.15124 2003 56.13917 -160.58234 140
"967" 26.20634 1993 54.68833 -168.0517 112
"969" 6.98238 1999 54.36483 -165.925 139
"970" 4415.64318 1995 56.38633 -165.3898 118
"971" 1431.29462 1995 56.62867 -164.6138 119
"980" 56.84336 2003 55.54267 -162.571 139
"987" 7.31821 1995 55.67 -167.6642 109
"988" 0 1995 54.873 -168.3705 107
"989" 0 1995 54.78867 -166.827 111
"994" 0 2003 54.6975 -166.26199 144
"1003" 7.00481 1995 55.047 -165.09 112
"1006" 0 2010 55.35733 -165.78883 169
"1007" 0 2010 56.77083 -164.35584 118
"1017" 878.27994 1988 55.28 -168.4483 91
"1018" 802.56386 1988 54.30833 -168.0183 92
"1019" 463.52604 1988 54.61333 -168.78 94
"1024" 426.0537 1993 54.485 -166.02499 106
"1025" 1706.14801 1993 54.02167 -166.565 115
"1026" 105.86699 1999 56.0635 -164.5725 105
"1027" 4103.95828 1988 55.58333 -163 102
"1029" 0 2007 55.277 -168.54016 131
"1030" 0 2007 57.526 -168.618 104
"1031" 0 2007 58.29517 -170.12784 104
"1035" 46.74685 1991 55.91667 -168.6667 111
"1036" 0 1991 55.95 -169.98331 113
"1046" 12266.52527 1988 55.66667 -164.8 105
"1047" 11.88191 1988 55.88833 -168.71671 113
"1053" 0 2012 54.09633 -168.13 121
"1054" 6.65693 2012 54.75117 -168.7452 121
"1056" 3391.7299 2014 55.1843 -163.7265 144
"1057" 25.73735 2014 56.9183 -160.8333 147
"1058" 19.04843 2014 57.1417 -161.064 147
"1060" 668.65262 2012 54.81067 -165.8692 124
"1061" 306.72215 2014 55.8233 -165.3423 143
"1062" 398.89384 2014 55.9965 -161.9927 145
"1063" 90.58558 2014 56.2202 -162.2053 145
"1067" 134.82741 2014 57.8295 -171.7613 155
"1068" 75.50556 2014 55.2677 -165.3063 142
"1081" 75.70699 2014 56.8618 -163.844 147
"1083" 393.82775 2014 58.727 -171.7083 157
"1085" 41.25352 2014 56.5835 -161.0177 146
"1097" 52.52895 2012 54.87483 -165.6755 120
"1104" 4918.67537 1995 56.70617 -166.1973 126
"1108" 6.46459 1995 56.066 -164.576 130
"1114" 38.27475 1993 54.27833 -166.64169 119
"1115" 65.03332 1997 56.0545 -166.33116 126
"1116" 1494.34993 1993 54.01167 -166.5583 120
"1117" 11.08131 1997 54.467 -166.0443 115
"1118" 7.54529 1995 54.9225 -165.4717 112
"1119" 7.27344 1995 54.58517 -165.6472 113
"1123" 0 2008 54.80867 -166.82716 141
"1124" 18.28006 2008 54.48267 -166.89517 141
"1125" 14.42416 2009 54.952 -164.50133 135
"1126" 536.07087 2009 57.41083 -170.35234 129
"1128" 910.81935 2009 55.98317 -162.98917 132
"1129" 119.32436 2014 54.3085 -166.3492 136
"1130" 36.43907 2014 56.3665 -166.366 148
"1138" 322.64336 2008 55.3865 -164.92534 140
"1139" 0 2014 56.009 -167.498 149
"1140" 94.79991 2014 56.6863 -167.1778 149
"1155" 69.16196 2009 55.62533 -164.15117 134
"1156" 337.88177 2014 58.9478 -170.324 131
"1157" 106.08669 2014 56.409 -169.8478 151
"1169" 2750.81369 2014 56.9707 -169.914 153
"1175" 206.13114 2010 55.16567 -164.70599 129
"1176" 0 1994 54.35667 -166.4467 119
"1179" 0 2007 56.252 -172.11934 133
"1182" 66.05507 1993 54.22833 -166.77 119
"1183" 7.44368 1993 54.16167 -166.33501 120
"1184" 83.03362 1993 54.15167 -166.57001 120
"1185" 0 1993 54.12833 -167.1333 105
"1188" 568.72499 2010 56.06883 -164.56934 130
"1191" 0 2007 55.426 -168.41316 137
"1193" 0 2007 55.50917 -169.94116 129
"1200" 6.61302 2007 56.693 -172.54617 135
"1201" 21.08035 1994 53.54833 -167.61169 120
"1203" 134.15081 1994 54.35 -165.83 118
"1210" 5.25713 2010 55.42717 -168.41267 137
"1211" 7.66955 1994 54.43 -167.0183 109
"1212" 4237.91707 2007 56.73117 -170.64999 133
"1213" 9.41986 1994 54.34833 -166.4117 105
"1217" 13.47702 1997 55.383 -168.16634 125
"1228" 106.46508 2002 55.05167 -165.09584 135
"1251" 7.83342 2002 53.65917 -167.70667 141
"1254" 13.08597 2006 53.63183 -167.32066 130
"1256" 15.03781 2005 56.81783 -160.22833 134
"1257" 716.05403 2010 55.87783 -162.38001 131
"1258" 0 2010 57.019 -164.21167 132
"1259" 0 2010 57.191 -170.11766 134
"1260" 40.85476 2008 58.64233 -168.4805 176
"1261" 1186.00196 2010 56.606 -171.04067 134
"1268" 617.83895 2010 56.50233 -169.57283 135
"1269" 788.62623 2010 56.06983 -170.00583 135
"1270" 54.44575 2010 55.87183 -168.84383 136
"1271" 0 2009 54.9655 -168.75067 117
"1279" 1046.46094 2005 55.17916 -163.73584 131
"1280" 7.87653 2005 54.69033 -166.24249 139
"1282" 0 2006 56.00617 -169.9615 176
"1284" 39.91914 2006 55.38583 -164.93601 134
"1285" 196.72374 2006 54.95083 -164.50783 135
"1288" 15453.64177 2012 57.26883 -171.672 152
"1289" 836.87558 2012 56.42183 -163.4155 141
"1290" 203.66873 2014 57.014 -164.2117 129
"1293" 8116.5068 2012 57.17167 -171.0918 151
"1294" 12256.11256 2012 57.3915 -171.315 151
"1299" 0 2009 55.35417 -166.86333 137
"1300" 422.89858 2012 56.54283 -163.0243 142
"1301" 0 2012 57.23983 -161.669 144
"1303" 3.53335 2006 58.26333 -168.89549 110
"1305" 110.95202 2002 54.39867 -165.22099 134
"1306" 0 2002 54.4695 -166.03183 133
"1307" 76.66105 2002 55.84667 -164.35767 139
"1308" 129.13109 2006 56.21833 -162.194 137
"1309" 22.27177 2012 57.1025 -163.0677 144
"1310" 39.05562 2012 56.727 -165.2222 145
"1311" 12387.35496 2012 57.832 -171.7648 152
"1312" 21960.7033 2012 57.48833 -171.8967 152
"1317" 91.35779 2006 57.31816 -168.16901 129
"1318" 862.86134 2002 55.14567 -165.69167 136
"1319" 2751.899 2002 54.8305 -164.88316 134
"1320" 78.22349 2002 55.74967 -163.76334 137
"1342" 16.65475 2006 58.3645 -171.96617 118
"1344" 165.86011 2003 55.88683 -162.38483 139
"1346" 10.98674 2003 56.97183 -160.834 141
"1347" 131.71034 2003 55.98 -162.98666 143
"1348" 0 2006 56.49567 -168.993 175
"1349" 45.68495 2006 58 -165.9995 173
"1350" 84.78392 2006 57.494 -167.99167 174
"1351" 0 2006 57.97133 -170.40134 113
"1357" 67.67685 2007 57.37 -160.91533 165
"1358" 76.61329 2007 56.69733 -162.20717 167
"1366" 6.76843 2006 58.358 -171.3855 114
"1373" 0 2008 57.7 -159.03334 156
"1374" 59.67133 2008 57.97167 -161.45334 159
"1375" 0 2008 56.345 -164 162
"1376" 383.44812 2010 55.67317 -163.41383 157
"1379" 1519.22748 1995 56.59267 -164.62331 127
"1381" 1501.50192 1995 55.82717 -165.3428 129
"1382" 180.84225 1995 56.64483 -163.6292 130
"1383" 7.18333 1995 55.9485 -164.95779 131
"1388" 0 2010 56.93933 -163.83501 118
"1391" 29.47874 1995 54.57883 -166.1355 112
"1398" 35.626 2007 57.44316 -169.77634 116
"1399" 0 1995 55.87283 -168.8373 108
"1400" 6.89053 1995 56.12883 -167.12621 117
"1401" 7.08357 1995 55.9065 -166.9128 117
"1409" 24.20423 2007 56.84067 -164.11116 102
"1410" 8233.1262 2007 56.16117 -166.13901 131
"1411" 11880.69188 1995 56.065 -164.5737 118
"1415" 102.59691 2007 56.17367 -166.12866 102
"1425" 0 1995 55.0975 -168.5762 107
"1439" 131.14074 2014 56.3622 -160.8053 146
"1440" 866.76463 2014 58.3687 -172.792 157
"1441" 837.58535 2014 57.9675 -170.4382 155
"1442" 0 2014 56.273 -171.176 158
"1443" 60.75977 2014 56.882 -162.8545 147
"1448" 11.82375 1997 56.68417 -170.2095 113
"1467" 560.15184 2014 57.95 -171.3982 155
"1468" 72.81069 2014 58.745 -170.755 156
"1470" 146.89416 2014 54.9532 -164.5 143
"1471" 65.53059 2014 56.5627 -162.0235 146
"1474" 16.95432 2006 57.73717 -167.67133 129
"1475" 3.64419 2006 58.61283 -171.7845 117
"1485" 378.32665 2014 55.942 -164.9672 143
"1486" 490.63771 2014 55.7632 -162.7743 145
"1487" 1296.44328 2014 55.9842 -162.9845 145
"1490" 5.52716 1999 56.04533 -165.5537 106
"1491" 16.05431 1999 55.2655 -165.3028 106
"1493" 6.27777 1999 56.87433 -164.054 107
"1495" 10752.93812 1991 56.9 -170.73331 116
"1497" 41.99678 1991 53.83333 -170.1333 128
"1503" 1793.94968 1988 56.36667 -162 103
"1504" 35135.66183 1988 56.59167 -167.27831 113
"1511" 241.58316 2012 53.6585 -167.7212 121
"1512" 0 2012 57.022 -164.2222 129
"1515" 6.20617 2012 54.86883 -168.371 122
"1516" 118.17647 2012 54.33117 -167.3803 123
"1525" 72.21529 2012 54.36367 -165.442 124
"1526" 655.33964 2012 54.70917 -165.2678 125
"1542" 0 2007 55.35833 -166.35249 176
"1543" 0 2008 55.404 -168.16467 129
"1545" 0 2005 55.46467 -166.46516 140
"1551" 83.88843 2010 56.10067 -162.60083 131
"1555" 30.13147 2008 57.01767 -164.21783 127
"1556" 179.26574 2008 57.67833 -170.198 180
"1564" 5253.38082 2012 56.907 -167.394 145
"1570" 546.59601 2002 55.9835 -162.98233 137
"1571" 24.18312 2002 55.541 -162.56117 135
"1573" 8935.36559 2012 56.3465 -167.3352 137
